Date,Price,Stock
2023-12-04,208.37300000000002,AAPL
2023-12-01,210.36400000000003,AAPL
2023-11-30,208.945,AAPL
2023-11-29,208.30700000000002,AAPL
2023-11-28,209.44000000000003,AAPL
2023-11-27,208.769,AAPL
2023-11-24,208.967,AAPL
2023-11-22,210.44100000000003,AAPL
2023-11-21,209.704,AAPL
2023-11-20,210.595,AAPL
2023-11-17,208.65900000000002,AAPL
2023-11-16,208.681,AAPL
2023-11-15,206.811,AAPL
2023-11-14,206.18400000000003,AAPL
2023-11-13,203.28000000000003,AAPL
2023-11-10,205.04000000000002,AAPL
2023-11-09,200.651,AAPL
2023-11-08,201.179,AAPL
2023-11-07,200.002,AAPL
2023-11-06,197.153,AAPL
2023-11-03,194.31500000000003,AAPL
2023-11-02,195.327,AAPL
2023-11-01,191.36700000000002,AAPL
2023-10-31,187.84700000000004,AAPL
2023-10-30,187.31900000000002,AAPL
2023-10-27,185.042,AAPL
2023-10-26,183.579,AAPL
2023-10-25,188.21,AAPL
2023-10-24,190.78400000000002,AAPL
2023-10-23,190.3,AAPL
2023-10-20,190.168,AAPL
2023-10-19,193.00600000000003,AAPL
2023-10-18,193.424,AAPL
2023-10-17,194.865,AAPL
2023-10-16,196.592,AAPL
2023-10-13,196.735,AAPL
2023-10-12,198.78100000000003,AAPL
2023-10-11,197.78000000000003,AAPL
2023-10-10,196.229,AAPL
2023-10-09,196.88900000000004,AAPL
2023-10-06,195.23900000000003,AAPL
2023-10-05,192.401,AAPL
2023-10-04,191.026,AAPL
2023-10-03,189.64000000000001,AAPL
2023-10-02,191.12500000000003,AAPL
2023-09-29,188.33100000000002,AAPL
2023-09-28,187.75900000000001,AAPL
2023-09-27,187.473,AAPL
2023-09-26,189.15600000000003,AAPL
2023-09-25,193.68800000000002,AAPL
2023-09-22,192.269,AAPL
2023-09-21,191.32300000000004,AAPL
2023-09-20,193.03900000000002,AAPL
2023-09-19,196.977,AAPL
2023-09-18,195.76700000000002,AAPL
2023-09-15,192.511,AAPL
2023-09-14,193.31400000000002,AAPL
2023-09-13,191.63100000000003,AAPL
2023-09-12,193.93000000000004,AAPL
2023-09-11,197.29600000000002,AAPL
2023-09-08,195.99800000000002,AAPL
2023-09-07,195.31600000000003,AAPL
2023-09-06,201.20100000000002,AAPL
2023-09-05,208.67000000000002,AAPL
2023-09-01,208.40600000000003,AAPL
2023-08-31,206.657,AAPL
2023-08-30,206.41500000000002,AAPL
2023-08-29,202.532,AAPL
2023-08-28,198.209,AAPL
2023-08-25,196.47100000000003,AAPL
2023-08-24,194.018,AAPL
2023-08-23,199.23200000000003,AAPL
2023-08-22,194.953,AAPL
2023-08-21,193.424,AAPL
2023-08-18,191.93900000000002,AAPL
2023-08-17,191.4,AAPL
2023-08-16,194.227,AAPL
2023-08-15,195.195,AAPL
2023-08-14,197.40600000000003,AAPL
2023-08-11,195.56900000000002,AAPL
2023-08-10,195.76700000000002,AAPL
2023-08-09,196.00900000000001,AAPL
2023-08-08,197.78000000000003,AAPL
2023-08-07,196.735,AAPL
2023-08-04,200.18900000000002,AAPL
2023-08-03,210.287,AAPL
2023-08-02,211.83800000000002,AAPL
2023-08-01,215.1655,AAPL
2023-07-31,216.095,AAPL
2023-07-28,215.41300000000004,AAPL
2023-07-27,212.54200000000003,AAPL
2023-07-26,213.95000000000002,AAPL
2023-07-25,212.98200000000003,AAPL
2023-07-24,212.025,AAPL
2023-07-21,211.13400000000001,AAPL
2023-07-20,212.443,AAPL
2023-07-19,214.61,AAPL
2023-07-18,213.103,AAPL
2023-07-17,213.38900000000004,AAPL
2023-07-14,209.75900000000001,AAPL
2023-07-13,209.594,AAPL
2023-07-12,208.747,AAPL
2023-07-11,206.88800000000003,AAPL
2023-07-10,207.47100000000003,AAPL
2023-07-07,209.74800000000002,AAPL
2023-07-06,210.991,AAPL
2023-07-05,210.46300000000002,AAPL
2023-07-03,211.70600000000002,AAPL
2023-06-30,213.36700000000002,AAPL
2023-06-29,208.549,AAPL
2023-06-28,208.175,AAPL
2023-06-27,206.866,AAPL
2023-06-26,203.79700000000003,AAPL
2023-06-23,205.348,AAPL
2023-06-22,205.70000000000002,AAPL
2023-06-21,202.35600000000002,AAPL
2023-06-20,203.511,AAPL
2023-06-16,203.412,AAPL
2023-06-15,204.61100000000002,AAPL
2023-06-14,202.345,AAPL
2023-06-13,201.64100000000002,AAPL
2023-06-12,202.169,AAPL
2023-06-09,199.056,AAPL
2023-06-08,198.627,AAPL
2023-06-07,195.602,AAPL
2023-06-06,197.13100000000003,AAPL
2023-06-05,197.53800000000004,AAPL
2023-06-02,199.04500000000002,AAPL
2023-06-01,198.09900000000002,AAPL
2023-05-31,194.97500000000002,AAPL
2023-05-30,195.03000000000003,AAPL
2023-05-26,192.973,AAPL
2023-05-25,190.28900000000002,AAPL
2023-05-24,189.02400000000003,AAPL
2023-05-23,188.716,AAPL
2023-05-22,191.62,AAPL
2023-05-19,192.67600000000002,AAPL
2023-05-18,192.55500000000004,AAPL
2023-05-17,189.959,AAPL
2023-05-16,189.27700000000002,AAPL
2023-05-15,189.27700000000002,AAPL
2023-05-12,189.827,AAPL
2023-05-11,191.12500000000003,AAPL
2023-05-10,190.9105,AAPL
2023-05-09,188.94700000000003,AAPL
2023-05-08,190.85000000000002,AAPL
2023-05-05,190.92700000000002,AAPL
2023-05-04,182.369,AAPL
2023-05-03,184.195,AAPL
2023-05-02,185.394,AAPL
2023-05-01,186.549,AAPL
2023-04-28,186.64800000000002,AAPL
2023-04-27,185.251,AAPL
2023-04-26,180.136,AAPL
2023-04-25,180.14700000000002,AAPL
2023-04-24,181.86300000000003,AAPL
2023-04-21,181.52200000000002,AAPL
2023-04-20,183.31500000000003,AAPL
2023-04-19,184.393,AAPL
2023-04-18,183.11700000000002,AAPL
2023-04-17,181.75300000000001,AAPL
2023-04-14,181.73100000000002,AAPL
2023-04-13,182.116,AAPL
2023-04-12,176.11,AAPL
2023-04-11,176.88000000000002,AAPL
2023-04-10,178.233,AAPL
2023-04-06,181.126,AAPL
2023-04-05,180.136,AAPL
2023-04-04,182.193,AAPL
2023-04-03,182.787,AAPL
2023-03-31,181.39000000000001,AAPL
2023-03-30,178.59600000000003,AAPL
2023-03-29,176.84700000000004,AAPL
2023-03-28,173.41500000000002,AAPL
2023-03-27,174.108,AAPL
2023-03-24,176.275,AAPL
2023-03-23,174.823,AAPL
2023-03-22,173.61300000000003,AAPL
2023-03-21,175.20800000000003,AAPL
2023-03-20,173.14000000000001,AAPL
2023-03-17,170.5,AAPL
2023-03-16,171.435,AAPL
2023-03-15,168.28900000000002,AAPL
2023-03-14,167.84900000000002,AAPL
2023-03-13,165.51700000000002,AAPL
2023-03-10,163.35000000000002,AAPL
2023-03-09,165.64900000000003,AAPL
2023-03-08,168.157,AAPL
2023-03-07,166.76000000000002,AAPL
2023-03-06,169.21300000000002,AAPL
2023-03-03,166.133,AAPL
2023-03-02,160.501,AAPL
2023-03-01,159.841,AAPL
2023-02-28,162.151,AAPL
2023-02-27,162.712,AAPL
2023-02-24,161.38100000000003,AAPL
2023-02-23,164.34000000000003,AAPL
2023-02-22,163.80100000000002,AAPL
2023-02-21,163.328,AAPL
2023-02-17,167.80500000000004,AAPL
2023-02-16,169.08100000000002,AAPL
2023-02-15,170.86300000000003,AAPL
2023-02-14,168.52,AAPL
2023-02-13,169.235,AAPL
2023-02-10,166.111,AAPL
2023-02-09,165.95700000000002,AAPL
2023-02-08,167.112,AAPL
2023-02-07,170.115,AAPL
2023-02-06,166.903,AAPL
2023-02-03,169.95000000000002,AAPL
2023-02-02,165.90200000000002,AAPL
2023-02-01,159.973,AAPL
2023-01-31,158.719,AAPL
2023-01-30,157.3,AAPL
2023-01-27,160.52300000000002,AAPL
2023-01-26,158.35600000000002,AAPL
2023-01-25,156.04600000000002,AAPL
2023-01-24,156.78300000000002,AAPL
2023-01-23,155.22100000000003,AAPL
2023-01-20,151.657,AAPL
2023-01-19,148.79700000000003,AAPL
2023-01-18,148.73100000000002,AAPL
2023-01-17,149.53400000000002,AAPL
2023-01-13,148.236,AAPL
2023-01-12,146.751,AAPL
2023-01-11,146.83900000000003,AAPL
2023-01-10,143.803,AAPL
2023-01-09,143.16500000000002,AAPL
2023-01-06,142.58200000000002,AAPL
2023-01-05,137.52200000000002,AAPL
2023-01-04,138.996,AAPL
2023-01-03,137.577,AAPL
2022-12-30,142.92300000000003,AAPL
2022-12-29,142.57100000000003,AAPL
2022-12-28,138.644,AAPL
2022-12-27,143.03300000000002,AAPL
2022-12-23,145.04600000000002,AAPL
2022-12-22,145.453,AAPL
2022-12-21,148.995,AAPL
2022-12-20,145.53000000000003,AAPL
2022-12-19,145.60700000000003,AAPL
2022-12-16,147.961,AAPL
2022-12-15,150.15,AAPL
2022-12-14,157.53100000000003,AAPL
2022-12-13,160.01700000000002,AAPL
2022-12-12,158.93900000000002,AAPL
2022-12-09,156.376,AAPL
2022-12-08,156.91500000000002,AAPL
2022-12-07,155.03400000000002,AAPL
2022-12-06,157.20100000000002,AAPL
2022-12-05,161.293,AAPL
2022-12-02,162.591,AAPL
2022-12-01,163.14100000000002,AAPL
2022-11-30,162.83300000000003,AAPL
2022-11-29,155.287,AAPL
2022-11-28,158.64200000000002,AAPL
2022-11-25,162.92100000000002,AAPL
2022-11-23,166.177,AAPL
2022-11-22,165.198,AAPL
2022-11-21,162.811,AAPL
2022-11-18,166.419,AAPL
2022-11-17,165.792,AAPL
2022-11-16,163.669,AAPL
2022-11-15,165.044,AAPL
2022-11-14,163.108,AAPL
2022-11-11,164.67,AAPL
2022-11-10,161.55700000000002,AAPL
2022-11-09,148.35700000000003,AAPL
2022-11-08,153.45000000000002,AAPL
2022-11-07,152.812,AAPL
2022-11-04,152.21800000000002,AAPL
2022-11-03,152.768,AAPL
2022-11-02,159.53300000000002,AAPL
2022-11-01,165.71500000000003,AAPL
2022-10-31,168.674,AAPL
2022-10-28,171.31400000000002,AAPL
2022-10-27,159.28000000000003,AAPL
2022-10-26,164.285,AAPL
2022-10-25,167.574,AAPL
2022-10-24,164.395,AAPL
2022-10-21,161.997,AAPL
2022-10-20,157.72899999999998,AAPL
2022-10-19,158.24600000000004,AAPL
2022-10-18,158.125,AAPL
2022-10-17,156.651,AAPL
2022-10-14,152.21800000000002,AAPL
2022-10-13,157.28900000000002,AAPL
2022-10-12,152.174,AAPL
2022-10-11,152.87800000000001,AAPL
2022-10-10,154.462,AAPL
2022-10-07,154.09900000000002,AAPL
2022-10-06,159.973,AAPL
2022-10-05,161.04000000000002,AAPL
2022-10-04,160.71,AAPL
2022-10-03,156.695,AAPL
2022-09-30,152.02,AAPL
2022-09-29,156.728,AAPL
2022-09-28,164.824,AAPL
2022-09-27,166.936,AAPL
2022-09-26,165.84700000000004,AAPL
2022-09-23,165.473,AAPL
2022-09-22,168.014,AAPL
2022-09-21,169.092,AAPL
2022-09-20,172.59000000000003,AAPL
2022-09-19,169.928,AAPL
2022-09-16,165.77,AAPL
2022-09-15,167.60700000000003,AAPL
2022-09-14,170.841,AAPL
2022-09-13,169.22400000000002,AAPL
2022-09-12,179.77300000000002,AAPL
2022-09-09,173.10700000000003,AAPL
2022-09-08,169.90600000000003,AAPL
2022-09-07,171.556,AAPL
2022-09-06,169.983,AAPL
2022-09-02,171.39100000000002,AAPL
2022-09-01,173.75600000000003,AAPL
2022-08-31,172.942,AAPL
2022-08-30,174.80100000000002,AAPL
2022-08-29,177.518,AAPL
2022-08-26,179.98200000000003,AAPL
2022-08-25,187.03300000000002,AAPL
2022-08-24,184.28300000000002,AAPL
2022-08-23,183.953,AAPL
2022-08-22,184.327,AAPL
2022-08-19,188.67200000000003,AAPL
2022-08-18,191.56500000000003,AAPL
2022-08-17,192.00500000000002,AAPL
2022-08-16,190.33300000000003,AAPL
2022-08-15,190.50900000000001,AAPL
2022-08-12,189.31,AAPL
2022-08-11,185.33900000000003,AAPL
2022-08-10,186.16400000000002,AAPL
2022-08-09,181.412,AAPL
2022-08-08,181.35700000000003,AAPL
2022-08-05,181.88500000000002,AAPL
2022-08-04,182.39100000000002,AAPL
2022-08-03,182.74300000000002,AAPL
2022-08-02,176.011,AAPL
2022-08-01,177.661,AAPL
2022-07-29,178.761,AAPL
2022-07-28,173.085,AAPL
2022-07-27,172.469,AAPL
2022-07-26,166.76000000000002,AAPL
2022-07-25,168.245,AAPL
2022-07-22,169.49900000000002,AAPL
2022-07-21,170.88500000000002,AAPL
2022-07-20,168.344,AAPL
2022-07-19,166.10000000000002,AAPL
2022-07-18,161.77700000000002,AAPL
2022-07-15,165.187,AAPL
2022-07-14,163.317,AAPL
2022-07-13,160.03900000000002,AAPL
2022-07-12,160.44600000000003,AAPL
2022-07-11,159.35700000000003,AAPL
2022-07-08,161.744,AAPL
2022-07-07,160.985,AAPL
2022-07-06,157.212,AAPL
2022-07-05,155.716,AAPL
2022-07-01,152.823,AAPL
2022-06-30,150.39200000000002,AAPL
2022-06-29,153.153,AAPL
2022-06-28,151.184,AAPL
2022-06-27,155.82600000000002,AAPL
2022-06-24,155.82600000000002,AAPL
2022-06-23,152.09700000000004,AAPL
2022-06-22,148.88500000000002,AAPL
2022-06-21,149.45700000000002,AAPL
2022-06-17,144.716,AAPL
2022-06-16,143.066,AAPL
2022-06-15,148.973,AAPL
2022-06-14,146.036,AAPL
2022-06-13,145.068,AAPL
2022-06-10,150.84300000000002,AAPL
2022-06-09,156.904,AAPL
2022-06-08,162.75600000000003,AAPL
2022-06-07,163.58100000000002,AAPL
2022-06-06,160.754,AAPL
2022-06-03,159.918,AAPL
2022-06-02,166.33100000000002,AAPL
2022-06-01,163.58100000000002,AAPL
2022-05-31,163.72400000000002,AAPL
2022-05-27,164.60399999999998,AAPL
2022-05-26,158.15800000000002,AAPL
2022-05-25,154.57200000000003,AAPL
2022-05-24,154.39600000000002,AAPL
2022-05-23,157.42100000000002,AAPL
2022-05-20,151.34900000000002,AAPL
2022-05-19,151.085,AAPL
2022-05-18,154.90200000000002,AAPL
2022-05-17,164.16400000000002,AAPL
2022-05-16,160.094,AAPL
2022-05-13,161.82100000000003,AAPL
2022-05-12,156.816,AAPL
2022-05-11,161.15,AAPL
2022-05-10,169.961,AAPL
2022-05-09,167.26600000000002,AAPL
2022-05-06,173.008,AAPL
2022-05-05,172.44700000000003,AAPL
2022-05-04,182.622,AAPL
2022-05-03,175.428,AAPL
2022-05-02,173.75600000000003,AAPL
2022-04-29,173.41500000000002,AAPL
2022-04-28,180.004,AAPL
2022-04-27,172.227,AAPL
2022-04-26,172.48000000000002,AAPL
2022-04-25,179.168,AAPL
2022-04-22,177.969,AAPL
2022-04-21,183.062,AAPL
2022-04-20,183.953,AAPL
2022-04-19,184.14000000000001,AAPL
2022-04-18,181.577,AAPL
2022-04-14,181.81900000000002,AAPL
2022-04-13,187.44000000000003,AAPL
2022-04-12,184.42600000000002,AAPL
2022-04-11,182.32500000000002,AAPL
2022-04-08,187.09900000000002,AAPL
2022-04-07,189.354,AAPL
2022-04-06,189.01300000000003,AAPL
2022-04-05,192.56600000000003,AAPL
2022-04-04,196.28400000000002,AAPL
2022-04-01,191.741,AAPL
2022-03-31,192.07100000000003,AAPL
2022-03-30,195.54700000000003,AAPL
2022-03-29,196.85600000000002,AAPL
2022-03-28,193.16,AAPL
2022-03-25,192.192,AAPL
2022-03-24,191.477,AAPL
2022-03-23,187.23100000000002,AAPL
2022-03-22,185.702,AAPL
2022-03-21,181.918,AAPL
2022-03-18,180.37800000000001,AAPL
2022-03-17,176.68200000000002,AAPL
2022-03-16,175.549,AAPL
2022-03-15,170.59900000000002,AAPL
2022-03-14,165.68200000000002,AAPL
2022-03-11,170.203,AAPL
2022-03-10,174.372,AAPL
2022-03-09,179.245,AAPL
2022-03-08,173.184,AAPL
2022-03-07,175.23000000000002,AAPL
2022-03-04,179.487,AAPL
2022-03-03,182.853,AAPL
2022-03-02,183.216,AAPL
2022-03-01,179.52,AAPL
2022-02-28,181.63200000000003,AAPL
2022-02-25,181.335,AAPL
2022-02-24,179.01400000000004,AAPL
2022-02-23,176.077,AAPL
2022-02-22,180.752,AAPL
2022-02-18,184.03000000000003,AAPL
2022-02-17,185.768,AAPL
2022-02-16,189.80500000000004,AAPL
2022-02-15,190.06900000000002,AAPL
2022-02-14,185.768,AAPL
2022-02-11,185.504,AAPL
2022-02-10,189.33200000000002,AAPL
2022-02-09,193.90800000000002,AAPL
2022-02-08,192.31300000000002,AAPL
2022-02-07,188.82600000000002,AAPL
2022-02-04,189.629,AAPL
2022-02-03,190.19000000000003,AAPL
2022-02-02,193.424,AAPL
2022-02-01,192.07100000000003,AAPL
2022-01-31,192.258,AAPL
2022-01-28,187.36300000000003,AAPL
2022-01-27,175.14200000000002,AAPL
2022-01-26,175.65900000000002,AAPL
2022-01-25,175.758,AAPL
2022-01-24,177.782,AAPL
2022-01-21,178.651,AAPL
2022-01-20,180.961,AAPL
2022-01-19,182.853,AAPL
2022-01-18,186.78000000000003,AAPL
2022-01-14,190.377,AAPL
2022-01-13,189.40900000000002,AAPL
2022-01-12,193.08300000000003,AAPL
2022-01-11,192.58800000000002,AAPL
2022-01-10,189.40900000000002,AAPL
2022-01-07,189.387,AAPL
2022-01-06,189.20000000000002,AAPL
2022-01-05,192.412,AAPL
2022-01-04,197.67000000000002,AAPL
2022-01-03,200.211,AAPL
2021-12-31,195.327,AAPL
2021-12-30,196.02,AAPL
2021-12-29,197.318,AAPL
2021-12-28,197.219,AAPL
2021-12-27,198.36300000000003,AAPL
2021-12-23,193.90800000000002,AAPL
2021-12-22,193.204,AAPL
2021-12-21,190.28900000000002,AAPL
2021-12-20,186.72500000000002,AAPL
2021-12-17,188.254,AAPL
2021-12-16,189.48600000000002,AAPL
2021-12-15,197.23000000000002,AAPL
2021-12-14,191.76300000000003,AAPL
2021-12-13,193.31400000000002,AAPL
2021-12-10,197.395,AAPL
2021-12-09,192.01600000000002,AAPL
2021-12-08,192.58800000000002,AAPL
2021-12-07,188.29800000000003,AAPL
2021-12-06,181.852,AAPL
2021-12-03,178.02400000000003,AAPL
2021-12-02,180.136,AAPL
2021-12-01,181.247,AAPL
2021-11-30,181.83000000000004,AAPL
2021-11-29,176.26400000000004,AAPL
2021-11-26,172.491,AAPL
2021-11-24,178.13400000000001,AAPL
2021-11-23,177.55100000000002,AAPL
2021-11-22,177.122,AAPL
2021-11-19,176.60500000000002,AAPL
2021-11-18,173.657,AAPL
2021-11-17,168.83900000000003,AAPL
2021-11-16,166.10000000000002,AAPL
2021-11-15,165.0,AAPL
2021-11-12,164.98900000000003,AAPL
2021-11-11,162.657,AAPL
2021-11-10,162.712,AAPL
2021-11-09,165.89100000000002,AAPL
2021-11-08,165.484,AAPL
2021-11-05,166.40800000000002,AAPL
2021-11-04,166.056,AAPL
2021-11-03,166.639,AAPL
2021-11-02,165.02200000000002,AAPL
2021-11-01,163.85600000000002,AAPL
2021-10-29,164.78000000000003,AAPL
2021-10-28,167.827,AAPL
2021-10-27,163.735,AAPL
2021-10-26,164.252,AAPL
2021-10-25,163.504,AAPL
2021-10-22,163.559,AAPL
2021-10-21,164.428,AAPL
2021-10-20,164.186,AAPL
2021-10-19,163.636,AAPL
2021-10-18,161.205,AAPL
2021-10-15,159.324,AAPL
2021-10-14,158.136,AAPL
2021-10-13,155.001,AAPL
2021-10-12,155.661,AAPL
2021-10-11,157.091,AAPL
2021-10-08,157.19000000000003,AAPL
2021-10-07,157.619,AAPL
2021-10-06,156.20000000000002,AAPL
2021-10-05,155.22100000000003,AAPL
2021-10-04,153.054,AAPL
2021-10-01,156.91500000000002,AAPL
2021-09-30,155.65,AAPL
2021-09-29,157.11300000000003,AAPL
2021-09-28,156.101,AAPL
2021-09-27,159.907,AAPL
2021-09-24,161.612,AAPL
2021-09-23,161.51300000000003,AAPL
2021-09-22,160.435,AAPL
2021-09-21,157.77300000000002,AAPL
2021-09-20,157.234,AAPL
2021-09-17,160.66600000000003,AAPL
2021-09-16,163.669,AAPL
2021-09-15,163.93300000000002,AAPL
2021-09-14,162.93200000000002,AAPL
2021-09-13,164.50500000000002,AAPL
2021-09-10,163.86700000000002,AAPL
2021-09-09,169.477,AAPL
2021-09-08,170.62100000000004,AAPL
2021-09-07,172.359,AAPL
2021-09-03,169.73000000000002,AAPL
2021-09-02,169.01500000000001,AAPL
2021-09-01,167.761,AAPL
2021-08-31,167.01300000000003,AAPL
2021-08-30,168.43200000000002,AAPL
2021-08-27,163.46,AAPL
2021-08-26,162.294,AAPL
2021-08-25,163.19600000000003,AAPL
2021-08-24,164.58200000000002,AAPL
2021-08-23,164.681,AAPL
2021-08-20,163.00900000000001,AAPL
2021-08-19,161.37,AAPL
2021-08-18,160.99600000000004,AAPL
2021-08-17,165.209,AAPL
2021-08-16,166.23200000000003,AAPL
2021-08-13,164.01000000000002,AAPL
2021-08-12,163.779,AAPL
2021-08-11,160.44600000000003,AAPL
2021-08-10,160.16,AAPL
2021-08-09,160.699,AAPL
2021-08-06,160.754,AAPL
2021-08-05,161.76600000000002,AAPL
2021-08-04,161.645,AAPL
2021-08-03,162.09600000000003,AAPL
2021-08-02,160.07200000000003,AAPL
2021-07-30,160.44600000000003,AAPL
2021-07-29,160.204,AAPL
2021-07-28,159.478,AAPL
2021-07-27,161.44700000000003,AAPL
2021-07-26,163.889,AAPL
2021-07-23,163.41600000000003,AAPL
2021-07-22,161.48000000000002,AAPL
2021-07-21,159.94000000000003,AAPL
